Supplementary Table 6a. Dataset of experimentally tested noncoding element-gene connections in K562 cells,,,,,,,,,,,,,,,,,,,,,,,
chr,start,end,Element name,Gene,class,Cell type,Fraction change in gene expr,Adjusted p-value,Significant,RNA readout method,Perturbation method,nKO,nCtrl,semKO,semCtrl,Power to detect 25% effects,Gene TSS,Normalized HiC Contacts,DHS (RPM),H3K27ac (RPM),Activity,ABC Score,Reference
chrX,48659545,48661125,promoter|chrX:48659545-48661125,PLP2,promoter,K562,0.00498601,0.841183985,FALSE,FlowFISH Screen,KRAB-dCas9,159,3167,0.010232446,0.002297021,1,49028183,1.776106897,46.228731,41.968078,44.069935,0.011847507,This study
chrX,48670685,48671185,genic|chrX:48670685-48671185,PLP2,genic,K562,-0.03483607,0.796865353,FALSE,FlowFISH Screen,KRAB-dCas9,12,3167,0.035365354,0.002297021,0.999999506,49028183,3.565076875,0.618024,0.511806,0.562415,0.000303488,This study
chrX,48692065,48692625,genic|chrX:48692065-48692625,PLP2,genic,K562,0.00320016,0.96577844,FALSE,FlowFISH Screen,KRAB-dCas9,27,3167,0.023136125,0.002297021,1,49028183,4.611766962,0.996413,0.102361,0.319363,0.000222929,This study
chrX,48700065,48700565,intergenic|chrX:48700065-48700565,PLP2,intergenic,K562,-0.10353465,0.419635767,FALSE,FlowFISH Screen,KRAB-dCas9,5,3167,0.029279332,0.002297021,0.999996265,49028183,5.268538495,3.993143,0.307083,1.107346,0.000883057,This study
chrX,48713165,48713665,intergenic|chrX:48713165-48713665,PLP2,intergenic,K562,-0.01869231,0.954608501,FALSE,FlowFISH Screen,KRAB-dCas9,4,3167,0.044083261,0.002297021,0.996135599,49028183,2.855540718,0.440312,0.102361,0.212298,9.17592E-05,This study
chrX,48722545,48723045,intergenic|chrX:48722545-48723045,PLP2,intergenic,K562,0.07929405,0.057407826,FALSE,FlowFISH Screen,KRAB-dCas9,20,3167,0.03033676,0.002297021,1,49028183,2.318551556,5.700485,0.204722,1.080279,0.000379113,This study
chrX,48726205,48726785,intergenic|chrX:48726205-48726785,PLP2,intergenic,K562,0.01888319,0.796865353,FALSE,FlowFISH Screen,KRAB-dCas9,27,3167,0.022928766,0.002297021,1,49028183,4.093869868,4.065115,1.637779,2.580264,0.001598872,This study
chrX,48742005,48742525,intergenic|chrX:48742005-48742525,PLP2,intergenic,K562,0.06250982,0.223186597,FALSE,FlowFISH Screen,KRAB-dCas9,20,3167,0.032854042,0.002297021,0.999999996,49028183,2.475034594,0.966364,0.102361,0.314511,0.000117824,This study
chrX,48747605,48748145,intergenic|chrX:48747605-48748145,PLP2,intergenic,K562,0.00400029,0.943922817,FALSE,FlowFISH Screen,KRAB-dCas9,45,3167,0.019211602,0.002297021,1,49028183,4.7002142,1.348074,1.023612,1.174692,0.000835713,This study
chrX,48748805,48749325,intergenic|chrX:48748805-48749325,PLP2,intergenic,K562,-0.01183049,0.904415478,FALSE,FlowFISH Screen,KRAB-dCas9,63,3167,0.020175604,0.002297021,1,49028183,4.7002142,8.847732,0.716528,2.517869,0.001791291,This study
chrX,48753985,48754805,promoter|chrX:48753985-48754805,PLP2,promoter,K562,0.01931138,0.667411921,FALSE,FlowFISH Screen,KRAB-dCas9,73,3167,0.016057389,0.002297021,1,49028183,4.604197853,6.410245,11.873895,8.714427,0.00607307,This study
chrX,48754885,48755765,promoter|chrX:48754885-48755765,PLP2,promoter,K562,0.01820517,0.630299009,FALSE,FlowFISH Screen,KRAB-dCas9,87,3167,0.013730648,0.002297021,1,49028183,2.713146604,20.767598,24.259596,22.526499,0.009250867,This study
chrX,48756025,48756525,promoter|chrX:48756025-48756525,PLP2,promoter,K562,-0.06300009,0.796865353,FALSE,FlowFISH Screen,KRAB-dCas9,4,3167,0.042747196,0.002297021,0.996990565,49028183,2.713146604,0.402509,1.330695,0.738468,0.000303264,This study
chrX,48768205,48768865,promoter|chrX:48768205-48768865,PLP2,promoter,K562,0.01850008,0.73075596,FALSE,FlowFISH Screen,KRAB-dCas9,45,3167,0.016623792,0.002297021,1,49028183,4.831418987,1.733277,13.921118,4.906858,0.003588341,This study
chrX,48768985,48769525,promoter|chrX:48768985-48769525,PLP2,promoter,K562,0.01297197,0.796865353,FALSE,FlowFISH Screen,KRAB-dCas9,54,3167,0.021431949,0.002297021,1,49028183,4.831418987,8.770979,5.118058,6.673937,0.004880589,This study
chrX,48774465,48774965,genic|chrX:48774465-48774965,PLP2,genic,K562,0.0151389,0.796865353,FALSE,FlowFISH Screen,KRAB-dCas9,51,3167,0.01935937,0.002297021,1,49028183,3.458718431,13.652074,2.251946,5.523107,0.00289144,This study
chrX,48776145,48776663,promoter|chrX:48776145-48776663,PLP2,promoter,K562,0.03499879,0.278050505,FALSE,FlowFISH Screen,KRAB-dCas9,56,3167,0.024207629,0.002297021,1,49028183,3.535481722,10.3858,1.023612,3.214822,0.001720367,This study
chrX,48777085,48777985,intergenic|chrX:48777085-48777985,PLP2,intergenic,K562,-0.00223858,0.999271221,FALSE,FlowFISH Screen,KRAB-dCas9,23,3167,0.021825503,0.002297021,1,49028183,3.535481722,3.583083,7.165282,5.078852,0.002717876,This study
chrX,48794265,48795305,genic|chrX:48794265-48795305,PLP2,genic,K562,-0.02403033,0.67785704,FALSE,FlowFISH Screen,KRAB-dCas9,62,3167,0.018182454,0.002297021,1,49028183,6.600752515,12.837986,15.251814,14.148694,0.014135958,This study
chrX,48797725,48798225,genic|chrX:48797725-48798225,PLP2,genic,K562,-0.04253299,0.398144406,FALSE,FlowFISH Screen,KRAB-dCas9,35,3167,0.027340489,0.002297021,1,49028183,3.460799918,13.453538,10.338478,11.876619,0.006221352,This study
chrX,48798965,48799505,genic|chrX:48798965-48799505,PLP2,genic,K562,-0.0362211,0.398107228,FALSE,FlowFISH Screen,KRAB-dCas9,51,3167,0.018910827,0.002297021,1,49028183,3.460799918,10.527211,14.330563,12.477718,0.006536227,This study
chrX,48800185,48800685,genic|chrX:48800185-48800685,PLP2,genic,K562,0.016385,0.841183985,FALSE,FlowFISH Screen,KRAB-dCas9,25,3167,0.034738143,0.002297021,0.999999992,49028183,3.950197279,2.856964,4.40153,3.536567,0.002114541,This study
chrX,48800985,48801485,genic|chrX:48800985-48801485,PLP2,genic,K562,-0.02057658,0.841183985,FALSE,FlowFISH Screen,KRAB-dCas9,27,3167,0.026261404,0.002297021,1,49028183,3.950197279,0.384215,2.251946,0.926556,0.000553995,This study
chrX,48802945,48803465,genic|chrX:48802945-48803465,PLP2,genic,K562,-0.02278149,0.796865353,FALSE,FlowFISH Screen,KRAB-dCas9,32,3167,0.022873734,0.002297021,1,49028183,3.950197279,1.325737,0.614167,0.902346,0.00053952,This study
chrX,48805845,48806345,genic|chrX:48805845-48806345,PLP2,genic,K562,-0.0151327,0.904415478,FALSE,FlowFISH Screen,KRAB-dCas9,28,3167,0.02197327,0.002297021,1,49028183,6.197511179,3.040753,2.149584,2.540712,0.002383352,This study
chrX,48813165,48813685,genic|chrX:48813165-48813685,PLP2,genic,K562,-0.01296543,0.904415478,FALSE,FlowFISH Screen,KRAB-dCas9,40,3167,0.028629373,0.002297021,1,49028183,1.195002468,1.915343,2.866113,2.339518,0.000423166,This study
chrX,48814643,48816005,promoter|chrX:48814643-48816005,PLP2,promoter,K562,-0.02053152,0.535223097,FALSE,FlowFISH Screen,KRAB-dCas9,136,3167,0.011939421,0.002297021,1,49028183,6.936313069,29.352841,24.361957,26.864049,0.028204319,This study
chrX,48818745,48819245,genic|chrX:48818745-48819245,PLP2,genic,K562,-0.00239675,0.999271221,FALSE,FlowFISH Screen,KRAB-dCas9,27,3167,0.020304948,0.002297021,1,49028183,6.936313069,8.611599,3.173196,5.222861,0.005483434,This study
chrX,48819285,48819785,genic|chrX:48819285-48819785,PLP2,genic,K562,-0.02032705,0.796865353,FALSE,FlowFISH Screen,KRAB-dCas9,45,3167,0.018617325,0.002297021,1,49028183,6.936313069,0.558048,2.866113,1.262812,0.001325815,This study
chrX,48828705,48829205,promoter|chrX:48828705-48829205,PLP2,promoter,K562,-0.0288263,0.674866648,FALSE,FlowFISH Screen,KRAB-dCas9,42,3167,0.021146119,0.002297021,1,49028183,10.52809452,1.790973,1.023612,1.335,0.002127387,This study
chrX,48836685,48837185,genic|chrX:48836685-48837185,PLP2,genic,K562,-0.08819942,0.284223269,FALSE,FlowFISH Screen,KRAB-dCas9,10,3167,0.030478505,0.002297021,0.999999973,49028183,4.527184877,1.748829,0.102361,0.423096,0.000289923,This study
chrX,48858225,48859145,promoter|chrX:48858225-48859145,PLP2,promoter,K562,-0.01770708,0.742739922,FALSE,FlowFISH Screen,KRAB-dCas9,80,3167,0.014292673,0.002297021,1,49028183,3.771470949,7.68155,33.472101,16.229693,0.00926481,This study
chrX,48860065,48860565,intergenic|chrX:48860065-48860565,PLP2,intergenic,K562,0.00524977,0.973983923,FALSE,FlowFISH Screen,KRAB-dCas9,12,3167,0.04374673,0.002297021,0.999962196,49028183,6.009633231,0.546397,0,0,0,This study
chrX,48895325,48895825,genic|chrX:48895325-48895825,PLP2,genic,K562,-0.01649646,0.841183985,FALSE,FlowFISH Screen,KRAB-dCas9,40,3167,0.018244714,0.002297021,1,49028183,11.81360039,0.472062,2.763751,1.143433,0.0020446,This study
chrX,48897325,48897825,genic|chrX:48897325-48897825,PLP2,genic,K562,-0.00272569,0.992941217,FALSE,FlowFISH Screen,KRAB-dCas9,44,3167,0.020028856,0.002297021,1,49028183,11.81360039,11.945935,3.48028,6.435195,0.011506929,This study
chrX,48899145,48899645,genic|chrX:48899145-48899645,PLP2,genic,K562,-0.01293736,0.930760111,FALSE,FlowFISH Screen,KRAB-dCas9,24,3167,0.02711325,0.002297021,1,49028183,11.81360039,0.889682,3.889724,1.866838,0.003338139,This study
chrX,48899705,48900305,genic|chrX:48899705-48900305,PLP2,genic,K562,-0.03227137,0.630299009,FALSE,FlowFISH Screen,KRAB-dCas9,40,3167,0.014920196,0.002297021,1,49028183,5.433797244,0.969213,7.88181,2.76693,0.002275711,This study
chrX,48900793,48901425,promoter|chrX:48900793-48901425,PLP2,promoter,K562,-0.04074468,0.136718061,FALSE,FlowFISH Screen,KRAB-dCas9,69,3167,0.013755336,0.002297021,1,49028183,5.433797244,36.327786,1.125973,6.286974,0.005170833,This study
chrX,48904685,48905265,intergenic|chrX:48904685-48905265,PLP2,intergenic,K562,0.02769542,0.72566465,FALSE,FlowFISH Screen,KRAB-dCas9,24,3167,0.031519918,0.002297021,1,49028183,5.433797244,1.159728,0.92125,1.033634,0.000850131,This study
chrX,48910725,48911745,promoter|chrX:48910725-48911745,PLP2,promoter,K562,-0.02468528,0.384650008,FALSE,FlowFISH Screen,KRAB-dCas9,127,3167,0.0144498,0.002297021,1,49028183,3.642710708,2.644616,3.070835,2.868234,0.001581447,This study
chrX,48917305,48917805,genic|chrX:48917305-48917805,PLP2,genic,K562,0.01075442,0.841183985,FALSE,FlowFISH Screen,KRAB-dCas9,49,3167,0.020558644,0.002297021,1,49028183,4.396272769,0.340964,0.614167,0.457613,0.000304508,This study
chrX,48925945,48926445,genic|chrX:48925945-48926445,PLP2,genic,K562,0.00740675,0.904415478,FALSE,FlowFISH Screen,KRAB-dCas9,48,3167,0.014645336,0.002297021,1,49028183,9.294118915,0.34296,0.409445,0.374733,0.000527164,This study
chrX,48937314,48937865,promoter|chrX:48937314-48937865,PLP2,promoter,K562,-0.00133831,0.988519994,FALSE,FlowFISH Screen,KRAB-dCas9,76,3167,0.01467648,0.002297021,1,49028183,15.74698434,3.068806,10.133755,5.585587,0.013313176,This study
chrX,48939865,48940365,genic|chrX:48939865-48940365,PLP2,genic,K562,0.02704744,0.796865353,FALSE,FlowFISH Screen,KRAB-dCas9,15,3167,0.039888573,0.002297021,0.999997196,49028183,7.778278122,0.62702,0.204722,0.358278,0.000421812,This study
chrX,48940985,48941505,genic|chrX:48940985-48941505,PLP2,genic,K562,0.0076243,0.954608501,FALSE,FlowFISH Screen,KRAB-dCas9,11,3167,0.038437834,0.002297021,0.999994973,49028183,7.778278122,1.822235,0.204722,0.610777,0.000719087,This study
chrX,48956765,48957325,genic|chrX:48956765-48957325,PLP2,genic,K562,-0.03545099,0.72566465,FALSE,FlowFISH Screen,KRAB-dCas9,20,3167,0.029346154,0.002297021,1,49028183,15.1470913,1.127193,7.677087,2.94181,0.006744648,This study
chrX,48957945,48958445,promoter|chrX:48957945-48958445,PLP2,promoter,K562,-0.02577828,0.667411921,FALSE,FlowFISH Screen,KRAB-dCas9,59,3167,0.020306852,0.002297021,1,49028183,15.1470913,14.4983,5.015697,8.516167,0.019524902,This study
chrX,48963765,48964265,intergenic|chrX:48963765-48964265,PLP2,intergenic,K562,-0.01238909,0.943922817,FALSE,FlowFISH Screen,KRAB-dCas9,16,3167,0.043970873,0.002297021,0.99998463,49028183,13.1542246,1.000438,1.433056,1.202338,0.002393907,This study
chrX,48976385,48976885,genic|chrX:48976385-48976885,PLP2,genic,K562,-0.04082988,0.671925938,FALSE,FlowFISH Screen,KRAB-dCas9,21,3167,0.026808384,0.002297021,1,49028183,23.72511352,0.575392,0.614167,0.594465,0.002134765,This study
chrX,48979901,48980465,promoter|chrX:48979901-48980465,PLP2,promoter,K562,-0.0327814,0.686535911,FALSE,FlowFISH Screen,KRAB-dCas9,30,3167,0.019253583,0.002297021,1,49028183,17.87748438,6.75554,2.149584,3.814568,0.01032208,This study
chrX,48996025,48996525,intergenic|chrX:48996025-48996525,PLP2,intergenic,K562,-0.14209524,0.087879704,FALSE,FlowFISH Screen,KRAB-dCas9,6,3167,0.078836015,0.002297021,0.963819672,49028183,19.68545278,2.747079,0.409445,1.060562,0.003160072,This study
chrX,49004925,49005425,intergenic|chrX:49004925-49005425,PLP2,intergenic,K562,-0.2328882,4.37768E-05,TRUE,FlowFISH Screen,KRAB-dCas9,7,3167,0.048366382,0.002297021,0.99901382,49028183,37.01637738,5.265268,10.747922,7.578185,0.042459471,This study
chrX,49006585,49007085,intergenic|chrX:49006585-49007085,PLP2,intergenic,K562,0.1337752,0.398144406,FALSE,FlowFISH Screen,KRAB-dCas9,3,3167,0.083425943,0.002297021,0.877611697,49028183,37.01637738,1.183926,3.173196,1.936551,0.010850214,This study
chrX,49011485,49012945,intergenic|chrX:49011485-49012945,PLP2,intergenic,K562,-0.11546216,1.5774E-19,TRUE,FlowFISH Screen,KRAB-dCas9,123,3167,0.013055207,0.002297021,1,49028183,44.0613907,19.548262,17.196676,18.36695,0.122492839,This study
chrX,49014485,49014985,intergenic|chrX:49014485-49014985,PLP2,intergenic,K562,0.03154148,0.841183985,FALSE,FlowFISH Screen,KRAB-dCas9,7,3167,0.031342413,0.002297021,0.999999076,49028183,44.0613907,2.543961,4.503891,3.380129,0.022542752,This study
chrX,49020285,49020785,genic|chrX:49020285-49020785,PLP2,genic,K562,-0.14164992,2.64835E-15,TRUE,FlowFISH Screen,KRAB-dCas9,62,3167,0.02014715,0.002297021,1,49028183,79.73605037,7.341381,3.889724,5.362636,0.064721488,This study
chrX,49022705,49023205,genic|chrX:49022705-49023205,PLP2,genic,K562,-0.2207606,8.91954E-31,TRUE,FlowFISH Screen,KRAB-dCas9,52,3167,0.02454944,0.002297021,1,49028183,79.73605037,0.899038,4.299169,1.964434,0.023708693,This study
chrX,49023505,49024085,genic|chrX:49023505-49024085,PLP2,genic,K562,-0.3785924,1.1035E-121,TRUE,FlowFISH Screen,KRAB-dCas9,75,3167,0.019707055,0.002297021,1,49028183,79.73605037,4.183264,17.401398,8.537875,0.10304335,This study
chrX,49033765,49034265,genic|chrX:49033765-49034265,PLP2,genic,K562,-0.05405489,0.039258447,TRUE,FlowFISH Screen,KRAB-dCas9,56,3167,0.016760359,0.002297021,1,49028183,100,0.772714,1.125973,0.932766,0.014118487,This study
chrX,49040725,49041225,promoter|chrX:49040725-49041225,PLP2,promoter,K562,0.10048344,2.95651E-09,TRUE,FlowFISH Screen,KRAB-dCas9,68,3167,0.019268212,0.002297021,1,49028183,24.48930627,9.139496,1.125973,3.153431,0.011688944,This study
chrX,49042585,49043125,promoter|chrX:49042585-49043125,PLP2,promoter,K562,0.20585982,9.12568E-49,TRUE,FlowFISH Screen,KRAB-dCas9,95,3167,0.019212792,0.002297021,1,49028183,24.48930627,2.518927,4.810975,3.488838,0.01293221,This study
chrX,49045105,49045605,genic|chrX:49045105-49045605,PLP2,genic,K562,0.03145641,0.398144406,FALSE,FlowFISH Screen,KRAB-dCas9,49,3167,0.019766337,0.002297021,1,49028183,22.71579571,0.842378,1.637779,1.174576,0.004038541,This study
chrX,49045685,49046185,genic|chrX:49045685-49046185,PLP2,genic,K562,0.00480674,0.943922817,FALSE,FlowFISH Screen,KRAB-dCas9,29,3167,0.018236636,0.002297021,1,49028183,22.71579571,0.519244,1.637779,0.922175,0.003170712,This study
chrX,49047365,49047885,genic|chrX:49047365-49047885,PLP2,genic,K562,0.01423898,0.833139987,FALSE,FlowFISH Screen,KRAB-dCas9,37,3167,0.022808079,0.002297021,1,49028183,22.71579571,22.262989,1.535417,5.920119,0.020355128,This study
chrX,49049105,49049605,genic|chrX:49049105-49049605,PLP2,genic,K562,-0.03177456,0.702311529,FALSE,FlowFISH Screen,KRAB-dCas9,30,3167,0.015536683,0.002297021,1,49028183,22.71579571,1.523557,1.228334,1.368003,0.004703601,This study
chrX,49049845,49050365,genic|chrX:49049845-49050365,PLP2,genic,K562,-0.08284968,0.001776051,TRUE,FlowFISH Screen,KRAB-dCas9,39,3167,0.017842894,0.002297021,1,49028183,8.467547995,1.393547,2.047223,1.689841,0.002165803,This study
chrX,49054385,49054885,promoter|chrX:49054385-49054885,PLP2,promoter,K562,0.00127058,0.987605326,FALSE,FlowFISH Screen,KRAB-dCas9,11,3167,0.042198642,0.002297021,0.999971485,49028183,8.467547995,0.85928,0.409445,0.593153,0.000760221,This study
chrX,49056411,49057045,promoter|chrX:49056411-49057045,PLP2,promoter,K562,-0.00425477,0.985640862,FALSE,FlowFISH Screen,KRAB-dCas9,57,3167,0.015601881,0.002297021,1,49028183,6.827522939,4.015603,2.66139,3.291912,0.003401942,This study
chrX,49066185,49066745,genic|chrX:49066185-49066745,PLP2,genic,K562,-0.00359979,0.987605326,FALSE,FlowFISH Screen,KRAB-dCas9,72,3167,0.014082489,0.002297021,1,49028183,15.48439234,1.417473,0.204722,0.538688,0.001262545,This study
chrX,49086865,49087825,genic|chrX:49086865-49087825,PLP2,genic,K562,0.00768238,0.796865353,FALSE,FlowFISH Screen,KRAB-dCas9,129,3167,0.011019231,0.002297021,1,49028183,7.967528773,5.147478,2.968474,3.892702,0.00469451,This study
chrX,49091625,49092176,promoter|chrX:49091625-49092176,PLP2,promoter,K562,0.00283511,0.954608501,FALSE,FlowFISH Screen,KRAB-dCas9,45,3167,0.016200993,0.002297021,1,49028183,11.00247625,4.384671,7.370004,5.678212,0.009456219,This study
chrX,49093605,49094365,genic|chrX:49093605-49094365,PLP2,genic,K562,0.02297014,0.72566465,FALSE,FlowFISH Screen,KRAB-dCas9,38,3167,0.015068651,0.002297021,1,49028183,11.00247625,1.179786,3.173196,1.933161,0.003219392,This study
chrX,49096745,49097345,genic|chrX:49096745-49097345,PLP2,genic,K562,-0.01657933,0.904415478,FALSE,FlowFISH Screen,KRAB-dCas9,25,3167,0.01802442,0.002297021,1,49028183,5.464833765,0.642089,0.511806,0.573261,0.000474182,This study
chrX,49098125,49098645,genic|chrX:49098125-49098645,PLP2,genic,K562,0.01278698,0.796865353,FALSE,FlowFISH Screen,KRAB-dCas9,52,3167,0.014152651,0.002297021,1,49028183,5.464833765,1.11541,1.125973,1.120678,0.000926986,This study
chrX,49099045,49099565,genic|chrX:49099045-49099565,PLP2,genic,K562,-0.04487945,0.11066402,FALSE,FlowFISH Screen,KRAB-dCas9,60,3167,0.012718846,0.002297021,1,49028183,5.464833765,0.686539,2.559029,1.330885,0.001100862,This study
chrX,49100665,49101185,genic|chrX:49100665-49101185,PLP2,genic,K562,-0.06478689,0.72566465,FALSE,FlowFISH Screen,KRAB-dCas9,6,3167,0.042895799,0.002297021,0.999524047,49028183,11.88714326,12.868809,2.251946,5.362328,0.009648201,This study
chrX,49116665,49117245,genic|chrX:49116665-49117245,PLP2,genic,K562,0.00838649,0.904415478,FALSE,FlowFISH Screen,KRAB-dCas9,44,3167,0.020660653,0.002297021,1,49028183,5.922951742,0.826135,0.307083,0.503676,0.000451549,This study
chrX,49125445,49126555,promoter|chrX:49125445-49126555,PLP2,promoter,K562,-0.03608303,0.090027705,FALSE,FlowFISH Screen,KRAB-dCas9,103,3167,0.010999283,0.002297021,1,49028183,6.575781197,18.826596,10.952645,14.345416,0.014278282,This study
chrX,49127425,49127925,genic|chrX:49127425-49127925,PLP2,genic,K562,-0.03503371,0.720518195,FALSE,FlowFISH Screen,KRAB-dCas9,23,3167,0.023848543,0.002297021,1,49028183,6.575781197,0.536368,2.251946,1.094752,0.001089629,This study
chrX,49129665,49130245,genic|chrX:49129665-49130245,PLP2,genic,K562,-0.01479177,0.869438459,FALSE,FlowFISH Screen,KRAB-dCas9,44,3167,0.015936441,0.002297021,1,49028183,6.575781197,0.869898,0.307083,0.516844,0.000514425,This study
chrX,49138945,49139465,genic|chrX:49138945-49139465,PLP2,genic,K562,0.00850803,0.915333715,FALSE,FlowFISH Screen,KRAB-dCas9,32,3167,0.020283451,0.002297021,1,49028183,7.494247533,2.936355,0.92125,1.644724,0.001865677,This study
chrX,49148345,49148845,intergenic|chrX:49148345-49148845,PLP2,intergenic,K562,-0.03706229,0.605767203,FALSE,FlowFISH Screen,KRAB-dCas9,31,3167,0.0173503,0.002297021,1,49028183,4.694920918,3.598037,0.409445,1.213761,0.000862535,This study
chrX,49164165,49164725,genic|chrX:49164165-49164725,PLP2,genic,K562,0.02647081,0.932895367,FALSE,FlowFISH Screen,KRAB-dCas9,3,3167,0.061439077,0.002297021,0.943122811,49028183,6.926555677,2.198354,0.818889,1.341719,0.001406677,This study
chrX,49172485,49172985,genic|chrX:49172485-49172985,PLP2,genic,K562,-0.09037349,0.72566465,FALSE,FlowFISH Screen,KRAB-dCas9,3,3167,0.030072631,0.002297021,0.99936973,49028183,5.346463527,2.068452,0.409445,0.920287,0.000744741,This study
chrX,49437985,49438485,intergenic|chrX:49437985-49438485,PLP2,intergenic,K562,-0.06509292,0.398144406,FALSE,FlowFISH Screen,KRAB-dCas9,14,3167,0.036631455,0.002297021,0.999999471,49028183,4.906268264,0.681533,0.307083,0.457477,0.000339732,This study
chrX,49460346,49460905,promoter|chrX:49460346-49460905,PLP2,promoter,K562,0.01758776,0.73075596,FALSE,FlowFISH Screen,KRAB-dCas9,51,3167,0.018945071,0.002297021,1,49028183,2.589598104,1.085861,1.330695,1.212916,0.000475421,This study
chrX,49518745,49519265,intergenic|chrX:49518745-49519265,PLP2,intergenic,K562,-0.00956093,0.954608501,FALSE,FlowFISH Screen,KRAB-dCas9,21,3167,0.021482174,0.002297021,1,49028183,2.518743448,1.105002,0.204722,0.475622,0.000181327,This study
chrX,49593585,49594155,promoter|chrX:49593585-49594155,PLP2,promoter,K562,0.03284712,0.376341822,FALSE,FlowFISH Screen,KRAB-dCas9,51,3167,0.016793837,0.002297021,1,49028183,1.79202457,0.533172,0.614167,0.57224,0.000155216,This study
chrX,49602945,49603445,intergenic|chrX:49602945-49603445,PLP2,intergenic,K562,-0.01105115,0.943922817,FALSE,FlowFISH Screen,KRAB-dCas9,21,3167,0.025599697,0.002297021,1,49028183,0.436815159,0.584143,0,0,0,This study
chrX,49605225,49605785,intergenic|chrX:49605225-49605785,PLP2,intergenic,K562,-0.02137324,0.796865353,FALSE,FlowFISH Screen,KRAB-dCas9,41,3167,0.020919755,0.002297021,1,49028183,2.191280196,1.268394,0.716528,0.953332,0.000316197,This study
chrX,49621265,49621765,intergenic|chrX:49621265-49621765,PLP2,intergenic,K562,-0.05371273,0.72566465,FALSE,FlowFISH Screen,KRAB-dCas9,8,3167,0.048527408,0.002297021,0.999355455,49028183,0.436815159,0.435323,0.204722,0.298529,1.97378E-05,This study
chrX,49624005,49624505,intergenic|chrX:49624005-49624505,PLP2,intergenic,K562,-0.00052509,0.988519994,FALSE,FlowFISH Screen,KRAB-dCas9,32,3167,0.022101082,0.002297021,1,49028183,0.436815159,0.516914,0.102361,0.230025,1.52086E-05,This study
chrX,49625405,49626205,intergenic|chrX:49625405-49626205,PLP2,intergenic,K562,0.00833185,0.904415478,FALSE,FlowFISH Screen,KRAB-dCas9,41,3167,0.018490348,0.002297021,1,49028183,1.977481402,2.41081,1.433056,1.866436,0.000558651,This study
chrX,49626645,49627185,intergenic|chrX:49626645-49627185,PLP2,intergenic,K562,-0.01193432,0.930760111,FALSE,FlowFISH Screen,KRAB-dCas9,29,3167,0.023282618,0.002297021,1,49028183,1.977481402,1.514105,0.716528,1.041586,0.000311762,This study
chrX,49633305,49633805,intergenic|chrX:49633305-49633805,PLP2,intergenic,K562,0.00597231,0.956838543,FALSE,FlowFISH Screen,KRAB-dCas9,15,3167,0.025504255,0.002297021,1,49028183,1.465347067,1.937242,1.330695,1.588832,0.000352398,This study
chrX,49641285,49641805,genic|chrX:49641285-49641805,PLP2,genic,K562,-0.06265746,0.398107228,FALSE,FlowFISH Screen,KRAB-dCas9,16,3167,0.024357104,0.002297021,1,49028183,0.436815159,0.76273,0.307083,0.483962,3.19981E-05,This study
chrX,49643385,49644719,promoter|chrX:49643385-49644719,PLP2,promoter,K562,-0.02268883,0.48010092,FALSE,FlowFISH Screen,KRAB-dCas9,116,3167,0.010372439,0.002297021,1,49028183,0.436815159,3.684257,2.149584,2.817022,0.000186253,This study
chrX,49648805,49649305,intergenic|chrX:49648805-49649305,PLP2,intergenic,K562,-0.02144987,0.796865353,FALSE,FlowFISH Screen,KRAB-dCas9,35,3167,0.019624291,0.002297021,1,49028183,0.436815159,0.795182,0.409445,0.570602,3.77265E-05,This study
chrX,49680105,49680685,intergenic|chrX:49680105-49680685,PLP2,intergenic,K562,0.01147719,0.904415478,FALSE,FlowFISH Screen,KRAB-dCas9,30,3167,0.027655711,0.002297021,1,49028183,1.36739526,0.721059,0.204722,0.384207,7.95197E-05,This study
chrX,49684045,49684585,intergenic|chrX:49684045-49684585,PLP2,intergenic,K562,-0.05250752,0.412414822,FALSE,FlowFISH Screen,KRAB-dCas9,21,3167,0.023435891,0.002297021,1,49028183,1.36739526,1.259657,0.409445,0.718169,0.00014864,This study
chrX,49685645,49686165,intergenic|chrX:49685645-49686165,PLP2,intergenic,K562,-0.01783478,0.930760111,FALSE,FlowFISH Screen,KRAB-dCas9,11,3167,0.022178883,0.002297021,1,49028183,1.382223412,4.34126,0.92125,1.999846,0.000418399,This study
chrX,49686865,49687474,promoter|chrX:49686865-49687474,PLP2,promoter,K562,-0.0248684,0.686535911,FALSE,FlowFISH Screen,KRAB-dCas9,55,3167,0.014793628,0.002297021,1,49028183,1.382223412,6.729057,1.637779,3.349307,0.000700727,This study
chrX,49687965,49688465,genic|chrX:49687965-49688465,PLP2,genic,K562,-0.01965464,0.869438459,FALSE,FlowFISH Screen,KRAB-dCas9,23,3167,0.028017716,0.002297021,1,49028183,1.382223412,0.630221,0.716528,0.671991,0.000140591,This study
chrX,49689325,49689985,genic|chrX:49689325-49689985,PLP2,genic,K562,0.01186738,0.911462365,FALSE,FlowFISH Screen,KRAB-dCas9,20,3167,0.031081201,0.002297021,1,49028183,1.382223412,1.201587,0.204722,0.495973,0.000103765,This study
chrX,49690965,49691465,genic|chrX:49690965-49691465,PLP2,genic,K562,0.05783437,0.380347741,FALSE,FlowFISH Screen,KRAB-dCas9,17,3167,0.033702262,0.002297021,0.999999981,49028183,0.436815159,0.575392,0.307083,0.420347,2.77921E-05,This study
